Exercise ID,Exercise Name,Main Category,Body Region,Movement Pattern,Primary Muscle,Secondary Muscles,Equipment,Setup / Angle,Grip / Stance,Laterality,Difficulty,Load Type,Track By,Primary Use,Progression Family,App Tags,Notes
EX-0309,Assisted Nordic Hamstring Curl,Strength,Lower Body,Knee Flexion,Hamstrings,Calves; Glutes,Bodyweight / Band,Kneeling,Assisted,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Hypertrophy / Injury Prevention,Leg Curl,hamstrings;posterior-chain,
EX-0310,Glute-Ham Raise,Strength,Lower Body,Knee Flexion,Hamstrings,Calves; Glutes,GHD,Kneeling,Bodyweight/load,Bilateral,Advanced,Bodyweight / External Load,Sets x Reps,Hypertrophy / Injury Prevention,Leg Curl,hamstrings;posterior-chain,
EX-0311,Razor Curl,Strength,Lower Body,Knee Flexion,Hamstrings,Calves; Glutes,GHD / Partner,Kneeling,Bodyweight,Bilateral,Advanced,Bodyweight / External Load,Sets x Reps,Hypertrophy / Injury Prevention,Leg Curl,hamstrings;posterior-chain,
EX-0312,Slider Leg Curl,Strength,Lower Body,Knee Flexion,Hamstrings,Calves; Glutes,Sliders,Supine,Heels on sliders,Bilateral,Beginner,Bodyweight / External Load,Sets x Reps,Hypertrophy / Injury Prevention,Leg Curl,hamstrings;posterior-chain,
EX-0313,Swiss Ball Leg Curl,Strength,Lower Body,Knee Flexion,Hamstrings,Calves; Glutes,Swiss ball,Supine,Heels on ball,Bilateral,Beginner,Bodyweight / External Load,Sets x Reps,Hypertrophy / Injury Prevention,Leg Curl,hamstrings;posterior-chain,
EX-0314,Cable Leg Curl,Strength,Lower Body,Knee Flexion,Hamstrings,Calves; Glutes,Cable,Standing/prone,Ankle strap,Unilateral-capable,Beginner,Bodyweight / External Load,Sets x Reps x Load,Hypertrophy / Injury Prevention,Leg Curl,hamstrings;posterior-chain,
EX-0315,Band Leg Curl,Strength,Lower Body,Knee Flexion,Hamstrings,Calves; Glutes,Resistance band,Prone/seated,Band,Unilateral-capable,Beginner,Band Load,Sets x Reps,Hypertrophy / Injury Prevention,Leg Curl,hamstrings;posterior-chain,
EX-0316,Barbell Hip Thrust,Strength,Lower Body,Hip Extension,Glutes,Hamstrings; Core; Adductors,Barbell / Bench,Shoulders on bench,Hip extension,Bilateral,Beginner,External Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0317,Paused Barbell Hip Thrust,Strength,Lower Body,Hip Extension,Glutes,Hamstrings; Core; Adductors,Barbell / Bench,Shoulders on bench,Pause,Bilateral,Intermediate,External Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0318,Single-Leg Hip Thrust,Strength,Lower Body,Hip Extension,Glutes,Hamstrings; Core; Adductors,Bodyweight / Dumbbell,Shoulders on bench,Single-leg,Unilateral-capable,Intermediate,External Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0319,Machine Hip Thrust,Strength,Lower Body,Hip Extension,Glutes,Hamstrings; Core; Adductors,Machine,Seated/supine,Machine,Bilateral,Beginner,Machine / External Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0320,Glute Bridge,Strength,Lower Body,Hip Extension,Glutes,Hamstrings; Core; Adductors,Bodyweight,Floor,Hip extension,Bilateral,Beginner,Bodyweight,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0321,Barbell Glute Bridge,Strength,Lower Body,Hip Extension,Glutes,Hamstrings; Core; Adductors,Barbell,Floor,Hip extension,Bilateral,Beginner,External Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0322,Single-Leg Glute Bridge,Strength,Lower Body,Hip Extension,Glutes,Hamstrings; Core; Adductors,Bodyweight,Floor,Single-leg,Unilateral-capable,Beginner,Bodyweight,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0323,Frog Pump,Strength,Lower Body,Hip Extension,Glutes,Hamstrings; Core; Adductors,Bodyweight / Band,Floor,Feet together,Bilateral,Beginner,Band Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0324,Cable Glute Kickback,Strength,Lower Body,Hip Extension,Glutes,Hamstrings; Core; Adductors,Cable,Standing,Ankle strap,Unilateral-capable,Beginner,External Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0325,Machine Glute Kickback,Strength,Lower Body,Hip Extension,Glutes,Hamstrings; Core; Adductors,Machine,Standing/kneeling,Pad,Unilateral-capable,Beginner,Machine / External Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0326,Quadruped Hip Extension,Strength,Lower Body,Hip Extension,Glutes,Hamstrings; Core; Adductors,Bodyweight / Band,Quadruped,Kickback,Bilateral,Beginner,Band Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0327,Banded Glute Bridge,Strength,Lower Body,Hip Extension,Glutes,Hamstrings; Core; Adductors,Resistance band,Floor,Band knees,Bilateral,Beginner,Band Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0328,Banded Lateral Walk,Strength,Lower Body,Hip Abduction,Glute Medius / Abductors,Hamstrings; Core; Adductors,Resistance band,Standing,Band knees/ankles,Bilateral,Beginner,Band Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0329,Monster Walk,Strength,Lower Body,Hip Abduction,Glute Medius / Abductors,Hamstrings; Core; Adductors,Resistance band,Standing,Band knees/ankles,Bilateral,Beginner,External Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0330,Hip Abduction Machine,Strength,Lower Body,Hip Abduction,Glute Medius / Abductors,Hamstrings; Core; Adductors,Machine,Seated,Pads,Bilateral,Beginner,Machine / External Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0331,Cable Hip Abduction,Strength,Lower Body,Hip Abduction,Glute Medius / Abductors,Hamstrings; Core; Adductors,Cable,Standing,Ankle strap,Unilateral-capable,Beginner,External Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0332,Cable Hip Adduction,Strength,Lower Body,Hip Adduction,Adductors,Hamstrings; Core; Adductors,Cable,Standing,Ankle strap,Unilateral-capable,Beginner,External Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0333,Adductor Machine,Strength,Lower Body,Hip Adduction,Adductors,Hamstrings; Core; Adductors,Machine,Seated,Pads,Bilateral,Beginner,Machine / External Load,Sets x Reps x Load,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0334,Copenhagen Plank,Strength,Lower Body,Hip Adduction,Adductors,Hamstrings; Core; Adductors,Bodyweight / Bench,Side plank,Adduction hold,Bilateral,Intermediate,External Load,Sets x Hold Time,Hypertrophy / Strength / Prehab,Glute / Hip,glutes;hips,
EX-0335,Standing Calf Raise,Strength,Lower Body,Ankle Plantarflexion,Calves,Feet; Achilles,Machine / Barbell / Dumbbells,Standing,Straight knee,Bilateral,Beginner,External Load / Bodyweight,Sets x Reps x Load,Hypertrophy / Prehab / Conditioning,Calf / Tibialis,calves;ankles,
EX-0336,Seated Calf Raise,Strength,Lower Body,Ankle Plantarflexion,Calves,Feet; Achilles,Machine,Seated,Bent knee,Bilateral,Beginner,External Load / Bodyweight,Sets x Reps x Load,Hypertrophy / Prehab / Conditioning,Calf / Tibialis,calves;ankles,
EX-0337,Leg Press Calf Raise,Strength,Lower Body,Ankle Plantarflexion,Calves,Feet; Achilles,Leg press machine,Machine,Straight knee,Bilateral,Beginner,External Load / Bodyweight,Sets x Reps x Load,Hypertrophy / Prehab / Conditioning,Calf / Tibialis,calves;ankles,
EX-0338,Donkey Calf Raise,Strength,Lower Body,Ankle Plantarflexion,Calves,Feet; Achilles,Machine / Partner,Hinged,Straight knee,Bilateral,Beginner,External Load / Bodyweight,Sets x Reps x Load,Hypertrophy / Prehab / Conditioning,Calf / Tibialis,calves;ankles,
EX-0339,Single-Leg Calf Raise,Strength,Lower Body,Ankle Plantarflexion,Calves,Feet; Achilles,Bodyweight / Dumbbell,Standing,Single-leg,Unilateral-capable,Beginner,External Load / Bodyweight,Sets x Reps x Load,Hypertrophy / Prehab / Conditioning,Calf / Tibialis,calves;ankles,
EX-0340,Smith Machine Calf Raise,Strength,Lower Body,Ankle Plantarflexion,Calves,Feet; Achilles,Smith machine,Standing,Straight knee,Bilateral,Beginner,External Load / Bodyweight,Sets x Reps x Load,Hypertrophy / Prehab / Conditioning,Calf / Tibialis,calves;ankles,
EX-0341,Tibialis Raise,Strength,Lower Body,Ankle Dorsiflexion,Tibialis Anterior,Feet; Achilles,Bodyweight / Tib bar,Standing/seated,Dorsiflexion,Bilateral,Beginner,External Load / Bodyweight,Sets x Reps x Load,Hypertrophy / Prehab / Conditioning,Calf / Tibialis,calves;ankles,
EX-0342,Toe Walk,Strength,Lower Body,Ankle Plantarflexion,Calves,Feet; Achilles,Bodyweight / Load,Walking,On toes,Bilateral,Beginner,External Load / Bodyweight,Sets x Distance,Hypertrophy / Prehab / Conditioning,Calf / Tibialis,calves;ankles,
EX-0343,Heel Walk,Strength,Lower Body,Ankle Dorsiflexion,Tibialis Anterior,Feet; Achilles,Bodyweight,Walking,On heels,Bilateral,Beginner,External Load / Bodyweight,Sets x Distance,Hypertrophy / Prehab / Conditioning,Calf / Tibialis,calves;ankles,
EX-0344,Jump Rope Calf Bounce,Strength,Lower Body,Ankle Plantarflexion,Calves,Feet; Achilles,Jump rope,Standing,Rhythm bounce,Bilateral,Beginner,External Load / Bodyweight,Time / Rounds,Hypertrophy / Prehab / Conditioning,Calf / Tibialis,calves;ankles,
EX-0345,Crunch,Core,Core,Core Flexion / Hip Flexion,Abs,Hip Flexors; Lower Back; Shoulders,Bodyweight,Floor,Spinal flexion,Bilateral,Beginner,Bodyweight,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0346,Sit-Up,Core,Core,Core Flexion / Hip Flexion,Abs / Hip Flexors,Hip Flexors; Lower Back; Shoulders,Bodyweight,Floor,Spinal flexion,Bilateral,Beginner,Bodyweight,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0347,Decline Sit-Up,Core,Core,Core Flexion / Hip Flexion,Abs / Hip Flexors,Hip Flexors; Lower Back; Shoulders,Decline bench,Decline,Spinal flexion,Bilateral,Intermediate,External Load,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0348,Cable Crunch,Core,Core,Core Flexion / Hip Flexion,Abs,Hip Flexors; Lower Back; Shoulders,Cable,Kneeling,Rope,Bilateral,Beginner,Cable Load,Sets x Reps x Load,Core Strength / Stability,Core,core;abs,
EX-0349,Machine Crunch,Core,Core,Core Flexion / Hip Flexion,Abs,Hip Flexors; Lower Back; Shoulders,Machine,Seated,Machine,Bilateral,Beginner,External Load,Sets x Reps x Load,Core Strength / Stability,Core,core;abs,
EX-0350,Reverse Crunch,Core,Core,Core Flexion / Hip Flexion,Lower Abs,Hip Flexors; Lower Back; Shoulders,Bodyweight,Floor,Posterior pelvic tilt,Bilateral,Beginner,Bodyweight,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0351,Hanging Knee Raise,Core,Core,Core Flexion / Hip Flexion,Abs / Hip Flexors,Hip Flexors; Lower Back; Shoulders,Pull-up bar,Hanging,Knees bent,Bilateral,Intermediate,Bodyweight,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0352,Hanging Leg Raise,Core,Core,Core Flexion / Hip Flexion,Abs / Hip Flexors,Hip Flexors; Lower Back; Shoulders,Pull-up bar,Hanging,Straight legs,Bilateral,Advanced,Bodyweight,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0353,Captain's Chair Knee Raise,Core,Core,Core Flexion / Hip Flexion,Abs / Hip Flexors,Hip Flexors; Lower Back; Shoulders,Captain chair,Supported,Knees bent,Bilateral,Beginner,External Load,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0354,Lying Leg Raise,Core,Core,Core Flexion / Hip Flexion,Abs / Hip Flexors,Hip Flexors; Lower Back; Shoulders,Bodyweight,Floor,Straight legs,Bilateral,Beginner,Bodyweight,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0355,Ab Wheel Rollout,Core,Core,Anti-Extension,Abs / Lats,Hip Flexors; Lower Back; Shoulders,Ab wheel,Kneeling/standing,Rollout,Bilateral,Intermediate,External Load,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0356,Kneeling Ab Wheel Rollout,Core,Core,Anti-Extension,Abs / Lats,Hip Flexors; Lower Back; Shoulders,Ab wheel,Kneeling,Rollout,Bilateral,Beginner,External Load,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0357,Standing Ab Wheel Rollout,Core,Core,Anti-Extension,Abs / Lats,Hip Flexors; Lower Back; Shoulders,Ab wheel,Standing,Rollout,Bilateral,Advanced,External Load,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0358,Plank,Core,Core,Anti-Extension,Abs,Hip Flexors; Lower Back; Shoulders,Bodyweight,Floor,Forearm hold,Bilateral,Beginner,Bodyweight,Sets x Hold Time,Core Strength / Stability,Core,core;abs,
EX-0359,High Plank,Core,Core,Anti-Extension,Abs / Shoulders,Hip Flexors; Lower Back; Shoulders,Bodyweight,Floor,Push-up position,Bilateral,Beginner,Bodyweight,Sets x Hold Time,Core Strength / Stability,Core,core;abs,
EX-0360,Side Plank,Core,Core,Anti-Extension,Obliques,Hip Flexors; Lower Back; Shoulders,Bodyweight,Floor,Side hold,Unilateral-capable,Beginner,Bodyweight,Sets x Hold Time,Core Strength / Stability,Core,core;abs,
EX-0361,Weighted Plank,Core,Core,Anti-Extension,Abs,Hip Flexors; Lower Back; Shoulders,Plate / Bodyweight,Floor,Forearm hold,Bilateral,Intermediate,Bodyweight,Sets x Hold Time x Load,Core Strength / Stability,Core,core;abs,
EX-0362,Dead Bug,Core,Core,Anti-Extension,Core,Hip Flexors; Lower Back; Shoulders,Bodyweight,Floor,Anti-extension,Bilateral,Beginner,Bodyweight,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0363,Bird Dog,Core,Core,Core Flexion / Hip Flexion,Core / Lower Back,Hip Flexors; Lower Back; Shoulders,Bodyweight,Quadruped,Anti-rotation,Bilateral,Beginner,Bodyweight,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0364,Hollow Body Hold,Core,Core,Anti-Extension,Abs,Hip Flexors; Lower Back; Shoulders,Bodyweight,Floor,Hollow hold,Bilateral,Intermediate,Bodyweight,Sets x Hold Time,Core Strength / Stability,Core,core;abs,
EX-0365,Hollow Rock,Core,Core,Anti-Extension,Abs,Hip Flexors; Lower Back; Shoulders,Bodyweight,Floor,Hollow rocking,Bilateral,Intermediate,Bodyweight,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0366,V-Up,Core,Core,Core Flexion / Hip Flexion,Abs / Hip Flexors,Hip Flexors; Lower Back; Shoulders,Bodyweight,Floor,Jackknife,Bilateral,Intermediate,Bodyweight,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0367,Russian Twist,Core,Core,Rotation,Obliques,Hip Flexors; Lower Back; Shoulders,Bodyweight / Medicine ball,Seated,Rotation,Bilateral,Beginner,Bodyweight,Sets x Reps x Load,Core Strength / Stability,Core,core;abs,
EX-0368,Cable Wood Chop,Core,Core,Rotation,Obliques,Hip Flexors; Lower Back; Shoulders,Cable,Standing,High-to-low rotation,Unilateral-capable,Beginner,Cable Load,Sets x Reps x Load,Core Strength / Stability,Core,core;abs,
EX-0369,Low-to-High Cable Chop,Core,Core,Core Flexion / Hip Flexion,Obliques,Hip Flexors; Lower Back; Shoulders,Cable,Standing,Low-to-high rotation,Unilateral-capable,Beginner,Cable Load,Sets x Reps x Load,Core Strength / Stability,Core,core;abs,
EX-0370,Pallof Press,Core,Core,Anti-Rotation / Anti-Lateral Flexion,Obliques / Core,Hip Flexors; Lower Back; Shoulders,Cable / Band,Standing/kneeling,Anti-rotation,Unilateral-capable,Beginner,Cable Load,Sets x Reps x Load,Core Strength / Stability,Core,core;abs,
EX-0371,Pallof Press Hold,Core,Core,Anti-Rotation / Anti-Lateral Flexion,Obliques / Core,Hip Flexors; Lower Back; Shoulders,Cable / Band,Standing/kneeling,Anti-rotation hold,Unilateral-capable,Beginner,Cable Load,Sets x Hold Time x Load,Core Strength / Stability,Core,core;abs,
EX-0372,Landmine Rotation,Core,Core,Rotation,Obliques / Core,Hip Flexors; Lower Back; Shoulders,Landmine,Standing,Arc rotation,Bilateral,Intermediate,External Load,Sets x Reps x Load,Core Strength / Stability,Core,core;abs,
EX-0373,Windshield Wiper,Core,Core,Rotation,Obliques / Abs,Hip Flexors; Lower Back; Shoulders,Bodyweight / Pull-up bar,Hanging/floor,Rotation,Bilateral,Advanced,Bodyweight,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0374,Dragon Flag,Core,Core,Core Flexion / Hip Flexion,Abs,Hip Flexors; Lower Back; Shoulders,Bench,Supine,Lever,Bilateral,Advanced,Bodyweight,Sets x Reps,Core Strength / Stability,Core,core;abs,
EX-0375,Cable Anti-Lateral Flexion Hold,Core,Core,Anti-Rotation / Anti-Lateral Flexion,Obliques,Hip Flexors; Lower Back; Shoulders,Cable,Standing,Side pull hold,Bilateral,Intermediate,Cable Load,Sets x Hold Time x Load,Core Strength / Stability,Core,core;abs,
EX-0376,Turkish Get-Up,Core,Core,Core Flexion / Hip Flexion,Core / Shoulders,Hip Flexors; Lower Back; Shoulders,Kettlebell,Floor to stand,Get-up,Unilateral-capable,Advanced,External Load,Sets x Reps x Load,Core Strength / Stability,Core,core;abs,
EX-0377,Power Clean,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Barbell,Floor,Clean grip,Bilateral,Advanced,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0378,Hang Power Clean,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Barbell,Hang,Clean grip,Bilateral,Advanced,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0379,Clean Pull,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Barbell,Floor,Clean grip,Bilateral,Advanced,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0380,Clean and Jerk,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Barbell,Floor to overhead,Clean + jerk,Bilateral,Advanced,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0381,Power Snatch,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Barbell,Floor,Snatch grip,Bilateral,Advanced,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0382,Hang Power Snatch,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Barbell,Hang,Snatch grip,Bilateral,Advanced,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0383,Snatch Pull,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Barbell,Floor,Snatch grip,Bilateral,Advanced,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0384,High Pull,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Barbell,Floor/hang,Clean/snatch grip,Bilateral,Advanced,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0385,Push Jerk,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Barbell,Front rack,Jerk dip/drive,Bilateral,Advanced,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0386,Split Jerk,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Barbell,Front rack,Split stance,Bilateral,Advanced,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0387,Dumbbell Snatch,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Dumbbell,Floor/hang,Single-arm,Unilateral-capable,Intermediate,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0388,Kettlebell Clean,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Kettlebell,Floor/hang,Single/double,Unilateral-capable,Intermediate,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0389,Kettlebell Snatch,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Kettlebell,Swing to overhead,Single-arm,Unilateral-capable,Intermediate,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0390,Kettlebell Clean and Press,Power,Full Body,Olympic Lift / Power,Full Body Power,Glutes; Hamstrings; Quads; Traps; Shoulders; Core,Kettlebell,Clean to press,Single/double,Unilateral-capable,Intermediate,External Load,Sets x Reps x Load,Power / Athleticism,Olympic / Ballistic,power;olympic;explosive,
EX-0391,Box Jump,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Plyo box,Standing,Jump,Bilateral,Beginner,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0392,Seated Box Jump,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Plyo box/bench,Seated start,Jump,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0393,Depth Jump,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Plyo box,Drop to jump,Reactive,Bilateral,Advanced,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0394,Depth Drop,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Plyo box,Drop landing,Landing,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0395,Vertical Jump,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Bodyweight,Standing,Jump,Bilateral,Beginner,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0396,Approach Jump,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Bodyweight,Run-up,Jump,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0397,Broad Jump,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Bodyweight,Standing,Horizontal jump,Bilateral,Beginner,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0398,Tuck Jump,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Bodyweight,Standing,Jump,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0399,Squat Jump,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Bodyweight / Load,Standing,Jump,Bilateral,Beginner,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0400,Loaded Jump Squat,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Dumbbells / Trap bar,Standing,Jump,Bilateral,Advanced,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0401,Split Squat Jump,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Bodyweight,Split stance,Jump,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0402,Lateral Skater Jump,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Bodyweight,Lateral,Bound,Bilateral,Beginner,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0403,Pogo Jump,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Bodyweight,Ankle bounce,Stiff ankle,Bilateral,Beginner,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0404,Single-Leg Pogo Jump,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Bodyweight,Single-leg,Stiff ankle,Unilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0405,Hurdle Hop,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Hurdles,Repeated hops,Reactive,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0406,Lateral Bound,Power,Full Body,Plyometric / Jump,Lower Body Power,Calves; Quads; Glutes; Core; Shoulders,Bodyweight,Lateral,Bound,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0407,Medicine Ball Slam,Power,Full Body,Medicine Ball Power,Full Body Power,Calves; Quads; Glutes; Core; Shoulders,Medicine ball,Standing,Slam,Bilateral,Beginner,Bodyweight / External Load,Sets x Reps x Load,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0408,Medicine Ball Chest Pass,Power,Full Body,Medicine Ball Power,Full Body Power,Calves; Quads; Glutes; Core; Shoulders,Medicine ball,Standing/wall,Explosive pass,Bilateral,Beginner,Bodyweight / External Load,Sets x Reps x Load,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0409,Medicine Ball Rotational Throw,Power,Full Body,Medicine Ball Power,Full Body Power,Calves; Quads; Glutes; Core; Shoulders,Medicine ball,Standing/wall,Rotation,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Power / Athleticism,Plyometrics,plyo;athleticism;power,
EX-0410,Medicine Ball Overhead Throw,Power,Full Body,Medicine Ball Power,Full Body Power,Calves; Quads; Glutes; Core; Shoulders,Medicine ball,Standing,Overhead,Bilateral,Intermediate,Bodyweight / External Load,Sets x Reps x Load,Power / Athleticism,Plyometrics,plyo;athleticism;power,
