food_id,factor_key,raw_value,numeric_value,value_qualifier
16-488,edible_proportion,0.63,0.63,measured_or_calculated
16-488,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-488,glycerol_conversion_factor,0.900,0.9,measured_or_calculated
16-401,edible_proportion,0.47,0.47,measured_or_calculated
16-401,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-401,glycerol_conversion_factor,0.900,0.9,measured_or_calculated
12-593,edible_proportion,1.00,1.0,measured_or_calculated
12-593,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-628,edible_proportion,1.00,1.0,measured_or_calculated
17-628,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-628,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-629,edible_proportion,1.00,1.0,measured_or_calculated
17-629,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-629,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
15-879,edible_proportion,1.00,1.0,measured_or_calculated
15-880,edible_proportion,1.00,1.0,measured_or_calculated
15-751,edible_proportion,1.00,1.0,measured_or_calculated
15-881,edible_proportion,1.00,1.0,measured_or_calculated
17-329,edible_proportion,1.00,1.0,measured_or_calculated
17-330,edible_proportion,1.00,1.0,measured_or_calculated
19-577,edible_proportion,1.00,1.0,measured_or_calculated
17-626,edible_proportion,1.00,1.0,measured_or_calculated
17-626,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-626,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-625,edible_proportion,1.00,1.0,measured_or_calculated
17-625,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-625,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
17-624,edible_proportion,1.00,1.0,measured_or_calculated
17-624,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
17-624,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
17-618,edible_proportion,1.00,1.0,measured_or_calculated
17-618,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-618,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-619,edible_proportion,1.00,1.0,measured_or_calculated
17-619,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-619,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-620,edible_proportion,1.00,1.0,measured_or_calculated
17-620,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-620,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
17-621,edible_proportion,1.00,1.0,measured_or_calculated
17-621,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-621,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-827,edible_proportion,1,1.0,measured_or_calculated
17-336,edible_proportion,1.00,1.0,measured_or_calculated
15-882,edible_proportion,1.00,1.0,measured_or_calculated
17-834,edible_proportion,1.00,1.0,measured_or_calculated
17-630,edible_proportion,1.00,1.0,measured_or_calculated
17-630,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-630,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-631,edible_proportion,1.00,1.0,measured_or_calculated
17-631,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-631,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-627,edible_proportion,1.00,1.0,measured_or_calculated
17-627,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-627,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
13-336,edible_proportion,0.71,0.71,measured_or_calculated
19-468,edible_proportion,1.00,1.0,measured_or_calculated
19-468,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-468,glycerol_conversion_factor,0.953,0.953,measured_or_calculated
19-643,edible_proportion,1.00,1.0,measured_or_calculated
19-653,edible_proportion,1.00,1.0,measured_or_calculated
19-653,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-653,glycerol_conversion_factor,0.930,0.93,measured_or_calculated
19-489,edible_proportion,1.00,1.0,measured_or_calculated
19-489,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-489,glycerol_conversion_factor,0.930,0.93,measured_or_calculated
19-656,edible_proportion,1.00,1.0,measured_or_calculated
19-656,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-656,glycerol_conversion_factor,0.930,0.93,measured_or_calculated
19-512,edible_proportion,1.00,1.0,measured_or_calculated
19-512,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-512,glycerol_conversion_factor,0.930,0.93,measured_or_calculated
19-509,edible_proportion,1.00,1.0,measured_or_calculated
19-509,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-654,edible_proportion,1.00,1.0,measured_or_calculated
19-654,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-655,edible_proportion,1.00,1.0,measured_or_calculated
19-655,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-510,edible_proportion,1.00,1.0,measured_or_calculated
19-510,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-662,edible_proportion,1.00,1.0,measured_or_calculated
19-662,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-662,glycerol_conversion_factor,0.930,0.93,measured_or_calculated
19-511,edible_proportion,1.00,1.0,measured_or_calculated
19-511,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-658,edible_proportion,1.00,1.0,measured_or_calculated
19-658,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-658,glycerol_conversion_factor,0.930,0.93,measured_or_calculated
19-661,edible_proportion,1.00,1.0,measured_or_calculated
19-661,glycerol_conversion_factor,0.930,0.93,measured_or_calculated
19-513,edible_proportion,1.00,1.0,measured_or_calculated
19-513,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-657,edible_proportion,1.00,1.0,measured_or_calculated
19-657,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-657,glycerol_conversion_factor,0.930,0.93,measured_or_calculated
15-658,edible_proportion,1.00,1.0,measured_or_calculated
15-658,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
15-658,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
19-319,edible_proportion,1.00,1.0,measured_or_calculated
19-319,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-319,glycerol_conversion_factor,0.934,0.934,measured_or_calculated
16-262,edible_proportion,1.00,1.0,measured_or_calculated
16-409,edible_proportion,1.00,1.0,measured_or_calculated
16-409,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-409,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
16-443,edible_proportion,1.00,1.0,measured_or_calculated
16-443,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-442,edible_proportion,1.00,1.0,measured_or_calculated
16-442,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-1112,edible_proportion,1.00,1.0,measured_or_calculated
11-993,edible_proportion,1.00,1.0,measured_or_calculated
11-993,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-993,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-1115,edible_proportion,1.00,1.0,measured_or_calculated
11-958,edible_proportion,1.00,1.0,measured_or_calculated
11-827,edible_proportion,1.00,1.0,measured_or_calculated
11-827,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-827,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
11-1113,edible_proportion,1.00,1.0,measured_or_calculated
11-1114,edible_proportion,1.00,1.0,measured_or_calculated
17-835,edible_proportion,1.00,1.0,measured_or_calculated
19-518,edible_proportion,1.00,1.0,measured_or_calculated
19-518,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-518,glycerol_conversion_factor,0.830,0.83,measured_or_calculated
11-1116,edible_proportion,1.00,1.0,measured_or_calculated
11-544,edible_proportion,1.00,1.0,measured_or_calculated
11-544,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-544,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
16-454,edible_proportion,1.00,1.0,measured_or_calculated
16-454,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-415,edible_proportion,1.00,1.0,measured_or_calculated
16-415,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-415,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
13-337,edible_proportion,1.00,1.0,measured_or_calculated
13-338,edible_proportion,1.00,1.0,measured_or_calculated
13-339,edible_proportion,1.00,1.0,measured_or_calculated
13-340,edible_proportion,1.00,1.0,measured_or_calculated
13-341,edible_proportion,1.00,1.0,measured_or_calculated
11-903,edible_proportion,1.00,1.0,measured_or_calculated
11-903,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-903,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
16-367,edible_proportion,1.00,1.0,measured_or_calculated
16-367,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-367,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
14-844,edible_proportion,1.00,1.0,measured_or_calculated
14-844,nitrogen_conversion_factor,5.30,5.3,measured_or_calculated
14-844,glycerol_conversion_factor,0.960,0.96,measured_or_calculated
17-836,edible_proportion,1.00,1.0,measured_or_calculated
11-915,edible_proportion,1.00,1.0,measured_or_calculated
11-915,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-342,edible_proportion,0.72,0.72,measured_or_calculated
17-760,edible_proportion,1.00,1.0,measured_or_calculated
17-760,specific_gravity,0.50,0.5,measured_or_calculated
17-760,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-821,edible_proportion,1.00,1.0,measured_or_calculated
17-821,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-142,edible_proportion,N,,present_amount_unknown
14-259,edible_proportion,0.93,0.93,measured_or_calculated
19-626,edible_proportion,1.00,1.0,measured_or_calculated
15-883,edible_proportion,1.00,1.0,measured_or_calculated
15-655,edible_proportion,1.00,1.0,measured_or_calculated
15-655,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-236,edible_proportion,1.00,1.0,measured_or_calculated
17-236,specific_gravity,1.00,1.0,measured_or_calculated
17-236,total_solids,N,,present_amount_unknown
19-525,edible_proportion,1.00,1.0,measured_or_calculated
19-150,edible_proportion,1.00,1.0,measured_or_calculated
19-150,glycerol_conversion_factor,0.920,0.92,measured_or_calculated
19-627,edible_proportion,1.00,1.0,measured_or_calculated
11-802,edible_proportion,1.00,1.0,measured_or_calculated
11-802,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-802,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
11-837,edible_proportion,1.00,1.0,measured_or_calculated
11-837,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-837,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
16-245,edible_proportion,1.00,1.0,measured_or_calculated
16-246,edible_proportion,0.33,0.33,measured_or_calculated
16-247,edible_proportion,0.65,0.65,measured_or_calculated
16-249,edible_proportion,1.00,1.0,measured_or_calculated
16-248,edible_proportion,1.00,1.0,measured_or_calculated
16-144,edible_proportion,1.00,1.0,measured_or_calculated
16-145,edible_proportion,0.74,0.74,measured_or_calculated
16-143,edible_proportion,N,,present_amount_unknown
17-096,edible_proportion,1.00,1.0,measured_or_calculated
17-096,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-747,edible_proportion,1.00,1.0,measured_or_calculated
17-747,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-477,edible_proportion,0.77,0.77,measured_or_calculated
16-477,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
12-393,edible_proportion,1.00,1.0,measured_or_calculated
12-393,specific_gravity,0.79,0.79,measured_or_calculated
12-393,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
12-393,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
12-958,edible_proportion,1.00,1.0,measured_or_calculated
12-959,edible_proportion,1.00,1.0,measured_or_calculated
17-637,edible_proportion,1.00,1.0,measured_or_calculated
17-637,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-637,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
17-634,edible_proportion,1.00,1.0,measured_or_calculated
17-634,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-776,edible_proportion,1.00,1.0,measured_or_calculated
17-850,edible_proportion,1.00,1.0,measured_or_calculated
17-850,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-714,edible_proportion,1.00,1.0,measured_or_calculated
17-714,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-695,edible_proportion,1.00,1.0,measured_or_calculated
17-696,edible_proportion,1.00,1.0,measured_or_calculated
17-652,edible_proportion,1.00,1.0,measured_or_calculated
17-652,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
17-652,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-794,edible_proportion,1.00,1.0,measured_or_calculated
17-795,edible_proportion,1.00,1.0,measured_or_calculated
17-796,edible_proportion,1.00,1.0,measured_or_calculated
17-653,edible_proportion,1.00,1.0,measured_or_calculated
17-653,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-653,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-660,edible_proportion,1.00,1.0,measured_or_calculated
17-660,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-660,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-698,edible_proportion,1.00,1.0,measured_or_calculated
17-808,edible_proportion,1.00,1.0,measured_or_calculated
17-699,edible_proportion,1.00,1.0,measured_or_calculated
17-711,edible_proportion,1.00,1.0,measured_or_calculated
17-711,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-810,edible_proportion,1.00,1.0,measured_or_calculated
17-813,edible_proportion,1.00,1.0,measured_or_calculated
17-635,edible_proportion,1.00,1.0,measured_or_calculated
17-635,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-635,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
17-713,edible_proportion,1.00,1.0,measured_or_calculated
17-713,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
17-700,edible_proportion,1.00,1.0,measured_or_calculated
17-829,edible_proportion,1.00,1.0,measured_or_calculated
17-831,edible_proportion,1.00,1.0,measured_or_calculated
17-636,edible_proportion,1.00,1.0,measured_or_calculated
17-636,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-636,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
17-712,edible_proportion,1.00,1.0,measured_or_calculated
17-712,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-684,edible_proportion,1.00,1.0,measured_or_calculated
17-721,edible_proportion,1.00,1.0,measured_or_calculated
17-721,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-628,edible_proportion,1.00,1.0,measured_or_calculated
19-542,edible_proportion,1.00,1.0,measured_or_calculated
19-542,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-542,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
19-524,edible_proportion,1.00,1.0,measured_or_calculated
13-550,edible_proportion,1.00,1.0,measured_or_calculated
13-550,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-521,edible_proportion,1.00,1.0,measured_or_calculated
13-521,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-417,edible_proportion,1.00,1.0,measured_or_calculated
13-458,edible_proportion,1.00,1.0,measured_or_calculated
13-458,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-458,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-573,edible_proportion,1.00,1.0,measured_or_calculated
13-573,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-573,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-572,edible_proportion,0.81,0.81,measured_or_calculated
13-572,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-572,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
17-247,edible_proportion,1.00,1.0,measured_or_calculated
17-247,specific_gravity,0.95,0.95,measured_or_calculated
17-247,total_solids,Tr,0.0,trace
16-219,edible_proportion,1.00,1.0,measured_or_calculated
16-220,edible_proportion,0.60,0.6,measured_or_calculated
16-218,edible_proportion,0.68,0.68,measured_or_calculated
16-218,glycerol_conversion_factor,0.900,0.9,measured_or_calculated
13-350,edible_proportion,1.00,1.0,measured_or_calculated
13-348,edible_proportion,0.84,0.84,measured_or_calculated
13-352,edible_proportion,0.69,0.69,measured_or_calculated
13-352,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-351,edible_proportion,0.31,0.31,measured_or_calculated
19-327,edible_proportion,1.00,1.0,measured_or_calculated
19-327,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-327,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
13-354,edible_proportion,1.00,1.0,measured_or_calculated
13-353,edible_proportion,0.76,0.76,measured_or_calculated
13-644,edible_proportion,1,1.0,measured_or_calculated
13-644,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-644,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
13-643,edible_proportion,1,1.0,measured_or_calculated
13-643,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-643,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
13-355,edible_proportion,0.82,0.82,measured_or_calculated
13-358,edible_proportion,1.00,1.0,measured_or_calculated
13-357,edible_proportion,0.75,0.75,measured_or_calculated
16-267,edible_proportion,1.00,1.0,measured_or_calculated
16-263,edible_proportion,N,,present_amount_unknown
14-059,edible_proportion,0.97,0.97,measured_or_calculated
19-630,edible_proportion,1.00,1.0,measured_or_calculated
19-473,edible_proportion,1.00,1.0,measured_or_calculated
19-550,edible_proportion,1.00,1.0,measured_or_calculated
19-590,edible_proportion,1.00,1.0,measured_or_calculated
19-479,edible_proportion,1.00,1.0,measured_or_calculated
19-585,edible_proportion,1.00,1.0,measured_or_calculated
19-460,edible_proportion,1.00,1.0,measured_or_calculated
19-460,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-460,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-515,edible_proportion,1.00,1.0,measured_or_calculated
17-515,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-515,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-726,edible_proportion,1.00,1.0,measured_or_calculated
17-726,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-774,edible_proportion,1.00,1.0,measured_or_calculated
17-727,edible_proportion,1.00,1.0,measured_or_calculated
17-727,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-680,edible_proportion,1.00,1.0,measured_or_calculated
17-680,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-681,edible_proportion,1.00,1.0,measured_or_calculated
17-681,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-767,edible_proportion,1.00,1.0,measured_or_calculated
14-324,edible_proportion,0.94,0.94,measured_or_calculated
14-324,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-919,edible_proportion,1.00,1.0,measured_or_calculated
11-919,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-919,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-371,edible_proportion,1.00,1.0,measured_or_calculated
17-372,edible_proportion,1.00,1.0,measured_or_calculated
11-1000,edible_proportion,1.00,1.0,measured_or_calculated
17-011,edible_proportion,1.00,1.0,measured_or_calculated
17-011,glycerol_conversion_factor,0.960,0.96,measured_or_calculated
17-759,edible_proportion,1.00,1.0,measured_or_calculated
17-759,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-759,glycerol_conversion_factor,0.960,0.96,measured_or_calculated
14-076,edible_proportion,0.51,0.51,measured_or_calculated
17-060,edible_proportion,1.00,1.0,measured_or_calculated
17-060,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-061,edible_proportion,1.00,1.0,measured_or_calculated
17-061,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-062,edible_proportion,1.00,1.0,measured_or_calculated
17-062,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-063,edible_proportion,1.00,1.0,measured_or_calculated
17-063,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-263,edible_proportion,1.00,1.0,measured_or_calculated
14-263,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-845,edible_proportion,1.00,1.0,measured_or_calculated
14-845,nitrogen_conversion_factor,5.30,5.3,measured_or_calculated
14-845,glycerol_conversion_factor,0.960,0.96,measured_or_calculated
14-846,edible_proportion,1.00,1.0,measured_or_calculated
16-361,edible_proportion,1.00,1.0,measured_or_calculated
16-361,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-361,glycerol_conversion_factor,0.900,0.9,measured_or_calculated
16-362,edible_proportion,1.00,1.0,measured_or_calculated
16-362,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-362,glycerol_conversion_factor,0.900,0.9,measured_or_calculated
15-617,edible_proportion,1.00,1.0,measured_or_calculated
15-617,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-650,edible_proportion,1,1.0,measured_or_calculated
13-650,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-650,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
13-359,edible_proportion,0.73,0.73,measured_or_calculated
19-324,edible_proportion,1.00,1.0,measured_or_calculated
19-324,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-324,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
19-304,edible_proportion,1.00,1.0,measured_or_calculated
19-304,glycerol_conversion_factor,0.930,0.93,measured_or_calculated
19-485,edible_proportion,1.00,1.0,measured_or_calculated
15-884,edible_proportion,1.00,1.0,measured_or_calculated
13-672,edible_proportion,1.00,1.0,measured_or_calculated
13-646,edible_proportion,1,1.0,measured_or_calculated
13-646,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-646,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
13-463,edible_proportion,0.84,0.84,measured_or_calculated
13-463,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-671,edible_proportion,1.00,1.0,measured_or_calculated
13-647,edible_proportion,1,1.0,measured_or_calculated
13-647,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-647,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
18-422,edible_proportion,1.00,1.0,measured_or_calculated
18-421,edible_proportion,1.00,1.0,measured_or_calculated
13-634,edible_proportion,1,1.0,measured_or_calculated
13-634,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-634,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
13-635,edible_proportion,1,1.0,measured_or_calculated
13-635,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-635,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
13-529,edible_proportion,0.87,0.87,measured_or_calculated
13-529,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-609,edible_proportion,1.00,1.0,measured_or_calculated
13-609,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-609,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-508,edible_proportion,0.59,0.59,measured_or_calculated
13-508,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-606,edible_proportion,0.59,0.59,measured_or_calculated
13-606,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-606,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-623,edible_proportion,0.59,0.59,measured_or_calculated
13-623,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-622,edible_proportion,1.00,1.0,measured_or_calculated
13-622,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-101,edible_proportion,1.00,1.0,measured_or_calculated
17-101,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-647,edible_proportion,1.00,1.0,measured_or_calculated
17-647,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-647,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-828,edible_proportion,1.00,1.0,measured_or_calculated
17-828,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-222,edible_proportion,1.00,1.0,measured_or_calculated
16-223,edible_proportion,0.89,0.89,measured_or_calculated
16-221,edible_proportion,N,,present_amount_unknown
17-064,edible_proportion,1.00,1.0,measured_or_calculated
17-065,edible_proportion,1.00,1.0,measured_or_calculated
17-065,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-335,edible_proportion,1.00,1.0,measured_or_calculated
16-335,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-335,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
15-885,edible_proportion,1.00,1.0,measured_or_calculated
14-847,edible_proportion,1.00,1.0,measured_or_calculated
14-847,nitrogen_conversion_factor,5.30,5.3,measured_or_calculated
14-264,edible_proportion,0.93,0.93,measured_or_calculated
14-265,edible_proportion,0.41,0.41,measured_or_calculated
13-855,edible_proportion,1.00,1.0,measured_or_calculated
13-856,edible_proportion,1.00,1.0,measured_or_calculated
13-375,edible_proportion,0.80,0.8,measured_or_calculated
11-027,edible_proportion,1.00,1.0,measured_or_calculated
11-027,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-449,edible_proportion,1.00,1.0,measured_or_calculated
16-449,glycerol_conversion_factor,0.900,0.9,measured_or_calculated
13-380,edible_proportion,0.70,0.7,measured_or_calculated
13-381,edible_proportion,1.00,1.0,measured_or_calculated
13-377,edible_proportion,1.00,1.0,measured_or_calculated
13-378,edible_proportion,1.00,1.0,measured_or_calculated
13-376,edible_proportion,0.66,0.66,measured_or_calculated
13-379,edible_proportion,1.00,1.0,measured_or_calculated
13-858,edible_proportion,1.00,1.0,measured_or_calculated
13-857,edible_proportion,1.00,1.0,measured_or_calculated
11-1028,edible_proportion,1.00,1.0,measured_or_calculated
11-1058,edible_proportion,1.00,1.0,measured_or_calculated
11-1093,edible_proportion,1.00,1.0,measured_or_calculated
17-722,edible_proportion,1.00,1.0,measured_or_calculated
17-722,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-1123,edible_proportion,1.00,1.0,measured_or_calculated
11-845,edible_proportion,1.00,1.0,measured_or_calculated
11-845,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-845,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
12-461,edible_proportion,1.00,1.0,measured_or_calculated
12-461,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
12-461,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-1085,edible_proportion,1.00,1.0,measured_or_calculated
11-1086,edible_proportion,1.00,1.0,measured_or_calculated
17-165,edible_proportion,1.00,1.0,measured_or_calculated
17-165,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-167,edible_proportion,1.00,1.0,measured_or_calculated
17-166,edible_proportion,1.00,1.0,measured_or_calculated
17-170,edible_proportion,1.00,1.0,measured_or_calculated
17-171,edible_proportion,1.00,1.0,measured_or_calculated
17-171,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-172,edible_proportion,1.00,1.0,measured_or_calculated
17-172,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-169,edible_proportion,1.00,1.0,measured_or_calculated
17-168,edible_proportion,1.00,1.0,measured_or_calculated
13-118,edible_proportion,1.00,1.0,measured_or_calculated
15-886,edible_proportion,1.00,1.0,measured_or_calculated
13-883,edible_proportion,1.00,1.0,measured_or_calculated
13-883,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-893,edible_proportion,1.00,1.0,measured_or_calculated
13-893,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-893,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
14-848,edible_proportion,1.00,1.0,measured_or_calculated
