food_id,food_code,duplicate_code_sequence,source_row_index,food_name,description,group_code,previous_code,main_data_references,footnote,water_g_per_100g,energy_kcal_per_100g,energy_kj_per_100g,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,starch_g_per_100g,sugars_g_per_100g,glucose_g_per_100g,fructose_g_per_100g,sucrose_g_per_100g,lactose_g_per_100g,alcohol_g_per_100g,fibre_nsp_g_per_100g,fibre_aoac_g_per_100g,fibre_g_per_100g,saturated_fat_g_per_100g,monounsaturated_fat_g_per_100g,polyunsaturated_fat_g_per_100g,trans_fat_g_per_100g,cholesterol_mg_per_100g,sodium_mg_per_100g,salt_g_per_100g,potassium_mg_per_100g,calcium_mg_per_100g,magnesium_mg_per_100g,phosphorus_mg_per_100g,iron_mg_per_100g,copper_mg_per_100g,zinc_mg_per_100g,selenium_ug_per_100g,iodine_ug_per_100g,vitamin_a_retinol_ug_per_100g,vitamin_d_ug_per_100g,vitamin_e_mg_per_100g,vitamin_k1_ug_per_100g,thiamin_mg_per_100g,riboflavin_mg_per_100g,niacin_mg_per_100g,vitamin_b6_mg_per_100g,vitamin_b12_ug_per_100g,folate_ug_per_100g,vitamin_c_mg_per_100g
19-671,19-671,1,2164,"Pork, spare ribs, 'barbecue style', homemade, weighed with bone",Recipe,MR,19-621,Updated 2020,,18.8,142.0,586.0,9.7,10.4,2.3,0.3,2.3,0.6,0.4,0.6,0.0,0.0,0.3,0.4,0.4,2.82,4.8,1.94,0.0,31.8,356.0,0.89,197.0,17.0,13.0,84.0,0.79,0.03,1.3,6.0,,0.0,0.4,0.99,,0.31,0.08,2.2,0.16,0.2,2.0,0.0
19-265,19-265,1,2165,"Pork, spare ribs, 'barbecue style', meat only, retail, reheated, weighed with bone","Calculated from 19-264, chilled and frozen",MR,19-263,"Meat Products and Dishes Supplement, 1996",,17.4,98.0,410.0,9.2,6.0,2.0,0.5,1.5,,,,,0.0,0.0,,0.0,2.2,2.4,1.0,0.0,57.0,150.0,0.375,130.0,25.0,9.0,75.0,0.6,0.05,1.1,8.0,,0.0,0.6,0.99,,0.29,0.13,2.5,0.1,0.0,3.0,0.0
19-264,19-264,1,2166,"Pork, spare ribs, 'barbecue style', meat only, retail, reheated","5 samples including American and Chinese style and hot and spicy ribs. 80-90% meat, chilled and frozen",MR,19-262,"Reviewed 2013. LGC, Nutrient analysis of foods commonly consumed by schoolchildren, 1995",,49.6,281.0,1173.0,26.3,17.1,5.8,1.4,4.4,,,,0.0,0.0,0.0,0.6,0.6,6.2,6.8,2.7,0.12,160.0,440.0,1.1,380.0,70.0,27.0,220.0,1.6,0.15,3.1,25.0,,7.0,1.7,2.13,,0.82,0.38,7.0,0.3,0.4,7.0,0.0
18-499,18-499,1,2167,"Pork, spare ribs, Chinese barbecue, takeaway","10 samples, 2 from different establishments in each of 5 regions.",MAG,,"Aspland and James Ltd, Nutrient analysis of ethnic takeaway foods, 1997",,49.8,,,22.1,18.7,,,,,,,,,,,,,,,,,485.0,1.2125,213.0,48.0,15.0,116.0,1.92,0.0,2.9,,,7.0,,0.84,,,,,,,,0.0
19-672,19-672,1,2168,"Pork, spare ribs, in black bean sauce, meat and sauce only, homemade",Recipe,MR,19-618,Updated 2020,,61.5,216.0,899.0,14.3,14.5,5.8,0.7,5.1,0.9,0.7,3.5,0.0,1.0,0.3,,0.3,,,,0.05,46.0,774.0,1.935,265.0,24.0,24.0,130.0,1.51,0.07,1.9,,,0.0,0.6,,,0.57,0.13,3.1,0.2,0.3,2.0,0.0
19-673,19-673,1,2169,"Pork, spare ribs, in black bean sauce, meat and sauce only, homemade, weighed with bone",Recipe,MR,19-619,Updated 2020,,35.2,123.0,512.0,8.2,8.2,3.3,0.4,2.9,0.5,0.4,2.0,0.0,0.6,0.3,,0.3,,,,0.0,25.7,441.0,1.1025,149.0,14.0,13.0,71.0,0.87,0.04,1.1,5.0,,0.0,0.3,,,0.32,0.07,1.8,0.11,0.1,1.0,0.0
18-609,18-609,1,2170,"Pork, spare ribs, raw, lean and fat",10 samples,MAG,18-278,"LGC, Nutrient analysis of retail cuts of pork, 1992-1993",,67.3,195.0,814.0,18.7,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,5.46,1.7,0.07,66.0,98.0,0.245,290.0,15.0,18.0,160.0,0.8,0.04,2.5,12.0,,0.0,0.8,0.27,,0.76,0.18,5.0,0.33,0.5,2.0,0.0
19-667,19-667,1,2171,"Pork, stir-fried with vegetables, homemade",Recipe,MR,19-622,Updated 2020,,73.3,103.0,436.0,16.4,2.9,2.6,1.4,1.2,0.4,0.4,0.4,0.0,0.3,0.5,,0.5,0.58,1.41,0.72,0.0,44.0,336.0,0.84,351.0,12.0,27.0,165.0,1.2,0.1,1.3,12.0,0.0,0.0,0.1,0.61,,0.48,0.16,5.0,0.23,0.6,9.0,14.0
19-668,19-668,1,2172,"Pork, sweet and sour, made with lean pork, homemade",Recipe,MR,19-634,Updated 2020,,66.6,162.0,682.0,14.5,6.3,11.0,3.5,7.2,1.0,1.0,5.2,0.0,0.9,0.5,,0.5,1.02,3.31,1.5,0.0,51.8,63.0,0.1575,324.0,13.0,22.0,140.0,0.67,0.05,1.2,14.0,3.0,5.0,0.5,1.4,,0.26,0.08,5.2,0.23,0.3,11.0,15.0
19-669,19-669,1,2173,"Pork, sweet and sour, made with sweet and sour cook in sauce",Recipe,MR,19-633,Updated 2020,,67.6,148.0,626.0,15.3,4.9,11.4,1.4,10.0,2.5,2.5,5.0,0.0,0.0,0.5,0.4,0.4,1.11,,,0.0,45.5,165.0,0.4125,294.0,9.0,21.0,139.0,0.53,0.03,1.2,15.0,1.0,0.0,0.4,0.74,,0.25,0.05,5.7,0.2,0.3,3.0,1.0
18-429,18-429,1,2174,"Pork, trotters and tails, boiled with added salt",23% trotters and 77% pig tails. Salt added,MG,50-427,"As Meat, Poultry and Game Supplement, 1995",,53.5,280.0,1162.0,19.8,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,1620.0,4.05,30.0,130.0,8.0,110.0,0.7,0.07,2.4,,,0.0,0.0,,,0.06,0.2,0.9,,1.0,3.0,0.0
11-788,11-788,1,2175,"Porridge oats, unfortified","18 samples, 10 products, Quaker and other/own brands",A,11-017,"LGC, Nutrient survey of breakfast cereals, 2004",,9.4,381.0,1614.0,10.9,8.1,70.7,70.4,0.3,0.0,0.0,0.3,0.0,,7.2,7.8,7.8,1.28,3.11,3.19,0.01,0.3,1.0,0.0025,372.0,50.0,114.0,387.0,3.64,0.37,2.3,3.0,0.0,0.0,0.0,0.59,,1.05,0.05,0.8,0.34,0.0,32.0,0.0
11-789,11-789,1,2176,"Porridge oats, unfortified, cooked, made up with semi-skimmed milk","18 samples, 10 products, Quaker and other/own brands",A,,"LGC, Nutrient survey of breakfast cereals, 2004",,79.7,84.0,357.0,4.6,2.3,12.1,8.0,4.1,0.0,0.0,0.0,4.1,0.0,0.9,1.0,1.0,1.03,0.69,0.35,0.06,2.7,39.0,0.0975,202.0,117.0,28.0,145.0,0.59,0.0,0.7,2.0,23.0,17.0,0.0,0.2,,0.0,0.14,0.2,0.09,0.3,10.0,1.0
11-1106,11-1106,1,2177,"Porridge, made with milk and water",Recipe,AI,11-633,Updated 2014,,83.2,72.0,303.0,3.1,1.9,11.2,8.8,2.5,0.0,0.0,0.0,2.4,,0.9,1.0,1.0,0.71,0.6,0.4,0.04,3.1,22.0,0.055,127.0,69.0,20.0,97.0,0.46,0.05,0.5,1.0,16.0,10.0,0.0,0.09,,0.09,0.11,0.1,0.05,0.4,6.0,1.0
11-1107,11-1107,1,2178,"Porridge, made with water",Recipe. Ref. Wiles et al. (1980),AI,11-569,Updated 2014,,88.7,47.0,201.0,1.4,1.0,8.8,8.8,0.0,0.0,0.0,0.0,0.0,,0.9,1.0,1.0,0.16,0.39,0.4,0.0,0.0,0.0,0.0,46.0,6.0,14.0,48.0,0.45,0.05,0.3,0.0,0.0,0.0,0.0,0.07,,0.08,0.0,0.1,0.03,0.0,2.0,0.0
11-1108,11-1108,1,2179,"Porridge, made with whole milk",Recipe,AI,11-570,Updated 2014,,76.1,112.0,472.0,4.9,4.7,13.3,8.5,4.8,0.0,0.0,0.0,4.7,,0.9,0.9,0.9,2.54,1.38,0.48,0.14,12.5,44.0,0.11,209.0,131.0,25.0,147.0,0.46,0.04,0.8,1.0,32.0,37.0,0.0,0.12,,0.1,0.22,0.2,0.08,0.9,8.0,1.0
17-234,17-234,1,2180,Port,"19-21% ABV, 2 samples",QF,50-1113,"Reviewed 2013. MW4, 1978. Additional data from 50-1113",,71.1,157.0,655.0,0.1,0.0,12.0,0.0,12.0,4.6,4.6,2.8,0.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.01,97.0,4.0,11.0,12.0,0.4,0.1,,0.0,,0.0,0.0,0.0,,0.0,0.01,0.1,0.01,0.0,0.0,0.0
17-849,17-849,1,2181,Pot savouries,"6 samples including assorted flavours of noodles, rice and chilli",SN,17-143,"Miscellaneous Foods Supplement, 1994; and industry data, 2013",,8.9,365.0,1541.0,11.6,10.9,58.8,46.9,8.2,1.3,1.9,3.9,0.3,0.0,,,,,,,,0.0,600.0,1.5,640.0,180.0,76.0,210.0,4.1,0.36,1.4,,,0.0,0.0,,,,,,,0.0,,0.0
17-682,17-682,1,2182,"Pot savouries, made up",85g product made up with 215ml water,SN,17-144,"Miscellaneous Foods Supplement, 1994; and industry data, 2013",,74.2,103.0,437.0,3.3,3.1,16.7,13.3,2.3,0.4,0.5,1.1,0.1,0.0,,,,,,,,0.0,170.0,0.425,180.0,51.0,22.0,59.0,1.2,0.1,0.4,,,0.0,0.0,,,,,,,0.0,,0.0
15-849,15-849,1,2183,"Potato cakes, fried in rapeseed oil",Recipe,DR,15-569,Updated 2014,,54.6,210.0,884.0,3.9,8.4,31.4,31.5,1.1,0.2,0.2,0.3,0.4,0.0,1.6,2.1,2.1,1.79,4.1,1.88,0.07,5.3,21.0,0.0525,305.0,40.0,19.0,59.0,0.73,0.08,0.4,1.0,9.0,23.0,0.0,1.52,,0.2,0.03,0.8,0.08,0.1,15.0,6.0
13-024,13-024,1,2184,"Potato chips, crinkle cut, frozen, fried in corn oil","10 samples, 10 brands. Deep fried 3-6 minutes",DAP,,"Vegetables, Herbs and Spices Supplement, 1991",,41.0,290.0,1213.0,3.6,16.7,33.4,32.5,0.9,0.2,0.2,0.5,0.0,,2.2,,2.2,3.1,4.2,8.6,,0.0,78.0,0.195,630.0,16.0,30.0,140.0,0.9,0.19,0.5,2.0,6.0,0.0,0.0,4.05,,0.15,0.07,1.9,0.42,0.0,27.0,13.0
13-486,13-486,1,2185,"Potato chips, fine cut, from fast food outlets","5 samples, including McDonald's, Burger King, Wimpy, KFC",DAP,13-423,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,38.5,290.0,1219.0,3.5,14.2,39.7,39.4,0.3,0.0,0.0,0.3,0.0,0.0,3.2,3.8,3.8,2.5,7.82,3.2,0.02,0.0,193.0,0.4825,544.0,18.0,29.0,143.0,0.72,0.08,0.4,0.0,2.0,0.0,0.0,3.28,,0.07,0.09,0.6,0.04,0.0,38.0,2.0
50-684,50-684,1,2186,"Potato chips, fine cut, frozen, fried in blended vegetable oil",Calculation from fried in corn oil 13-026,DAP,,"Vegetables, Herbs and Spices Supplement, 1991",,26.0,364.0,1524.0,4.5,21.3,41.2,40.6,0.6,0.2,0.2,0.2,0.0,0.0,2.4,,2.4,1.8,10.6,7.8,,0.0,97.0,0.2425,720.0,19.0,34.0,170.0,1.0,0.22,0.6,3.0,8.0,0.0,0.0,,,0.18,0.09,2.4,0.52,0.0,34.0,12.0
13-026,13-026,1,2187,"Potato chips, fine cut, frozen, fried in corn oil","10 samples, 4 brands. Deep fried 1-4 minutes",DAP,50-685,"As Vegetables, Herbs and Spices Supplement (1991) 13-026, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,26.0,364.0,1524.0,4.5,21.3,41.2,40.6,0.6,0.2,0.2,0.2,0.0,0.0,2.7,,2.7,4.0,5.4,11.0,,0.0,97.0,0.2425,720.0,19.0,34.0,170.0,1.0,0.22,0.6,3.0,8.0,0.0,0.0,5.16,3.51,0.18,0.09,2.4,0.52,0.0,34.0,12.0
50-686,50-686,1,2188,"Potato chips, fine cut, frozen, fried in dripping",Calculation from fried in corn oil 13-026,DAP,,"Vegetables, Herbs and Spices Supplement, 1991",,26.0,364.0,1524.0,4.5,21.3,41.2,40.6,0.6,0.2,0.2,0.2,0.0,0.0,2.7,,2.7,11.8,7.9,0.5,,19.0,98.0,0.245,720.0,19.0,34.0,170.0,1.0,0.22,0.6,3.0,9.0,,0.0,0.06,,0.18,0.09,2.4,0.52,0.0,34.0,12.0
13-613,13-613,1,2189,"Potato chips, fried in beef dripping, from takeaway fish and chip shops",10 samples with fatty acids calculated from beef dripping,DAR,,"Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2010",,51.0,214.0,902.0,3.5,8.4,33.2,32.7,0.6,0.1,0.1,0.3,0.0,0.0,3.7,3.2,3.2,4.2,3.16,0.2,0.37,11.0,16.0,0.04,804.0,16.0,32.0,63.0,0.72,0.14,0.4,0.0,2.0,,0.0,0.39,,0.1,0.1,0.6,0.05,0.0,46.0,2.0
13-485,13-485,1,2190,"Potato chips, fried in commercial oil, from takeaway fish and chip shops","10 samples, cooked in beef fat or commercial vegetable oil",DAP,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,51.0,214.0,902.0,3.5,8.4,33.2,32.7,0.6,0.1,0.1,0.3,0.0,0.0,3.7,3.2,3.2,4.29,3.19,0.47,0.16,0.9,16.0,0.04,804.0,16.0,32.0,63.0,0.72,0.14,0.4,0.0,2.0,0.0,0.0,0.32,14.9,0.1,0.1,0.6,0.05,0.0,46.0,2.0
13-612,13-612,1,2191,"Potato chips, fried in palm oil, from takeaway fish and chip shops",10 samples with fatty acids calculated from palm oil,DAR,,"Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2010",,51.0,214.0,902.0,3.5,8.4,33.2,32.7,0.6,0.1,0.1,0.3,0.0,0.0,3.7,3.2,3.2,3.97,3.08,0.86,,0.9,16.0,0.04,804.0,16.0,32.0,63.0,0.72,0.14,0.4,0.0,2.0,0.0,0.0,,,0.1,0.1,0.6,0.05,0.0,46.0,2.0
13-614,13-614,1,2192,"Potato chips, fried in rapeseed oil, from takeaway fish and chip shops",10 samples with fatty acids calculated from rapeseed oil,DAR,,"Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2010",,51.0,214.0,902.0,3.5,8.4,33.2,32.7,0.6,0.1,0.1,0.3,0.0,0.0,3.7,3.2,3.2,0.55,4.92,2.43,,0.0,16.0,0.04,804.0,16.0,32.0,63.0,0.72,0.14,0.4,0.0,2.0,0.0,0.0,,,0.1,0.1,0.6,0.05,0.0,46.0,2.0
13-595,13-595,1,2193,"Potato chips, homemade, fried in corn oil","Deep fried 6 minutes, 190C. Calculated from 13-021 and 13-489",DAP,13-021,"DH, Nutrient analysis of fruit and vegetables, 2013",,56.5,197.0,832.0,3.2,6.7,33.1,31.6,1.5,0.8,0.7,0.0,0.0,0.0,1.4,3.4,3.4,0.98,1.98,3.4,0.0,0.0,3.0,0.0075,748.0,12.0,35.0,57.0,0.33,0.06,0.5,0.0,2.0,0.0,0.0,1.15,,0.27,0.02,0.5,0.18,0.0,10.0,9.0
13-596,13-596,1,2194,"Potato chips, homemade, fried in dripping","Deep fried 6 minutes, 190C. Calculated from 13-021 and 13-489",DAP,13-406,"DH, Nutrient analysis of fruit and vegetables, 2013",,56.5,197.0,832.0,3.2,6.7,33.1,31.6,1.5,0.8,0.7,0.0,0.0,0.0,1.4,3.4,3.4,3.37,2.52,0.17,0.29,12.5,4.0,0.01,748.0,13.0,35.0,59.0,0.54,,,0.0,2.0,,0.0,0.4,,0.27,0.02,0.5,0.18,0.0,10.0,9.0
13-555,13-555,1,2195,"Potato chips, homemade, fried in rapeseed oil",Calculated from raw and deep fried in corn oil,DAP,13-407,Updated 2013,,55.9,202.0,854.0,3.6,6.7,34.1,33.2,0.9,0.5,0.4,0.0,0.0,0.0,1.4,3.4,3.4,0.44,3.92,1.94,0.0,0.0,3.0,0.0075,812.0,15.0,39.0,57.0,0.64,0.11,0.6,0.0,2.0,0.0,0.0,,,0.23,0.01,0.3,0.1,0.0,16.0,11.0
13-597,13-597,1,2196,"Potato chips, homemade, fried in sunflower oil","Deep fried 6 minutes, 190C. Calculated from 13-021 and 13-489",DAP,13-408,"DH, Nutrient analysis of fruit and vegetables, 2013",,56.5,197.0,832.0,3.2,6.7,33.1,31.6,1.5,0.8,0.7,0.0,0.0,0.0,1.4,3.4,3.4,0.82,1.36,4.19,0.0,0.0,3.0,0.0075,748.0,12.0,35.0,57.0,0.33,0.06,0.5,0.0,2.0,0.0,0.0,3.26,,0.27,0.02,0.5,0.18,0.0,10.0,9.0
13-557,13-557,1,2197,"Potato chips, microwave, cooked","10 samples, 2 brands; cooked as packet directions",DAP,13-028,"LGC, Fruit and vegetables, 1989-1990; and industry data, 2013. Fatty acid fractions calculated from 13-869 based on total fat content and fatty acid proportions.",,50.4,221.0,930.0,3.6,9.6,32.1,31.5,0.6,0.2,0.1,0.3,0.0,0.0,2.9,2.9,2.9,0.55,,,,0.0,40.0,0.1,530.0,17.0,30.0,99.0,1.0,0.14,0.4,0.0,1.0,0.0,0.0,,,0.12,0.07,2.1,0.29,0.0,20.0,11.0
13-487,13-487,1,2198,"Potato chips, oven ready, no batter, baked","11 samples, 10 products, straight cut and crinkle cut",DAP,13-029,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,54.2,189.0,800.0,3.2,4.9,35.3,34.3,1.0,0.4,0.3,0.4,0.0,0.0,2.7,3.5,3.5,0.78,1.36,2.45,0.0,0.0,31.0,0.0775,641.0,14.0,31.0,95.0,0.72,0.12,0.4,0.0,2.0,0.0,0.0,1.37,,0.05,0.12,1.4,0.2,0.0,22.0,1.0
13-488,13-488,1,2199,"Potato chips, oven ready, with batter, baked","10 samples, 8 brands, including McCain Homefries and Crispy French Fries, Aunt Bessie's Homestyle Chips and own brands",DAP,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,51.9,202.0,852.0,3.4,6.1,35.6,35.2,0.4,0.1,0.0,0.3,0.0,0.0,2.9,3.3,3.3,1.3,1.84,2.8,0.01,0.0,193.0,0.4825,602.0,17.0,32.0,111.0,0.7,0.15,0.4,0.0,1.0,0.0,0.0,1.84,,0.09,0.11,3.2,0.2,0.0,13.0,1.0
50-681,50-681,1,2200,"Potato chips, straight cut, frozen, fried in blended oil",Calculation from fried in corn oil 13-025,DAP,,"Vegetables, Herbs and Spices Supplement, 1991",,40.3,273.0,1145.0,4.1,13.5,36.0,35.3,0.7,0.2,0.2,0.3,0.0,0.0,2.4,,2.4,1.2,6.7,4.9,,0.0,29.0,0.0725,710.0,15.0,33.0,120.0,0.9,0.24,0.6,2.0,7.0,0.0,0.0,,,0.16,0.08,2.1,0.46,0.0,30.0,16.0
13-025,13-025,1,2201,"Potato chips, straight cut, frozen, fried in corn oil","10 samples, 10 brands. Deep fried 3-5 minutes",DAP,50-862,"Vegetables, Herbs and Spices Supplement, 1991",,40.3,273.0,1145.0,4.1,13.5,36.0,35.3,0.7,0.2,0.2,0.3,0.0,0.0,2.4,,2.4,2.5,3.4,7.0,,0.0,29.0,0.0725,710.0,15.0,33.0,120.0,0.9,0.24,0.6,2.0,7.0,0.0,0.0,3.27,,0.16,0.08,2.1,0.46,0.0,30.0,16.0
50-683,50-683,1,2202,"Potato chips, straight cut, frozen, fried in dripping",Calculation from fried in corn oil 13-025,DAP,,"Vegetables, Herbs and Spices Supplement, 1991",,40.3,273.0,1145.0,4.1,13.5,36.0,35.3,0.7,0.2,0.2,0.3,0.0,0.0,2.4,,2.4,7.5,5.0,0.3,,12.0,30.0,0.075,710.0,15.0,33.0,120.0,0.9,0.24,0.6,2.0,8.0,,0.0,0.04,,0.16,0.08,2.1,0.46,0.0,30.0,16.0
13-027,13-027,1,2203,"Potato chips, thick cut, frozen, fried in corn oil","10 samples, 5 brands. Deep fried 3-7 minutes",DAP,,"Vegetables, Herbs and Spices Supplement, 1991",,44.2,234.0,983.0,3.6,10.2,34.0,33.2,0.8,0.2,0.2,0.4,0.0,,2.4,,2.4,1.9,2.6,5.3,,0.0,41.0,0.1025,680.0,13.0,33.0,120.0,0.8,0.2,0.5,2.0,7.0,0.0,0.0,2.47,,0.16,0.08,2.1,0.45,0.0,30.0,12.0
17-671,17-671,1,2204,"Potato crisps, fried in sunflower oil","11 samples, 8 products, assorted flavours, fried in high oleic sunflower oil, including Walkers and own brands",SNA,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,4.3,493.0,2064.0,6.2,28.8,55.8,54.9,0.9,0.0,0.0,0.9,0.0,0.0,4.6,4.4,4.4,2.48,22.43,2.51,0.03,0.0,604.0,1.51,1328.0,48.0,63.0,135.0,1.46,0.2,0.9,1.0,2.0,0.0,0.0,9.05,,0.09,0.16,3.9,0.31,0.0,62.0,17.0
17-693,17-693,1,2205,"Potato crisps, low fat","20 samples of different brands, plain and flavoured, not baked",SN,17-496,"LGC, Survey of the nutritional composition of savoury snacks and nuts, 1993; and Fatty Acids Supplement, 1998 with selenium estimated from 'potato based snacks', 'Analysis of foods for Selenium' 1994",,1.1,458.0,1924.0,6.6,21.5,63.5,62.0,1.5,0.2,0.0,0.8,0.5,0.0,5.9,,5.9,1.85,16.75,1.87,0.02,0.0,730.0,1.825,1020.0,36.0,48.0,130.0,1.8,0.38,0.9,1.0,,0.0,0.0,3.47,,0.19,0.14,5.0,0.46,0.0,48.0,14.0
13-038,13-038,1,2206,"Potato croquettes, fried in blended oil","10 samples, 5 brands. Shallow fried 5-7 minutes",DAR,50-690,"As VHS 13-038, Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,58.2,214.0,893.0,3.7,13.1,21.6,21.1,0.5,0.2,0.3,0.1,0.0,0.0,1.3,,1.3,1.7,3.2,7.6,,0.0,420.0,1.05,360.0,44.0,19.0,49.0,0.9,0.08,0.3,,,0.0,0.0,,15.7,0.08,0.08,1.4,0.22,0.0,2.0,2.0
13-615,13-615,1,2207,"Potato powder, instant, made up with semi-skimmed milk",Calculated from ingredients; made up as packet directions,DAR,13-034,Updated 2014,,80.5,67.0,287.0,2.4,0.5,14.2,12.7,1.5,0.1,0.1,0.0,1.3,0.0,1.0,,1.0,0.3,0.1,0.1,0.0,2.0,100.0,0.25,300.0,45.0,15.0,67.0,0.4,0.04,0.3,,,6.0,0.0,0.05,,0.02,0.08,1.2,0.17,0.1,4.0,23.0
13-616,13-616,1,2208,"Potato powder, instant, made up with skimmed milk",Calculated from ingredients; made up as packet directions,DAR,13-035,Updated 2014,,80.9,66.0,281.0,2.4,0.1,14.2,12.7,1.5,0.1,0.1,0.0,1.3,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.25,300.0,45.0,15.0,67.0,0.4,0.04,0.3,,,0.0,0.0,0.05,,0.02,0.07,1.2,0.17,0.1,4.0,23.0
13-558,13-558,1,2209,"Potato powder, instant, made up with water",Calculated from ingredients; made up as packet directions,DAR,13-032,"Vegetables, Herbs and Spices Supplement, 1991; and industry data, 2013. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,83.3,57.0,245.0,1.5,0.1,13.5,12.7,0.7,0.1,0.1,0.0,0.6,0.0,1.0,1.2,1.2,0.0,0.0,0.1,0.0,0.0,100.0,0.25,260.0,13.0,12.0,41.0,0.4,0.04,0.2,,,0.0,0.0,0.05,0.9,0.01,0.03,1.2,0.15,0.0,2.0,23.0
13-617,13-617,1,2210,"Potato powder, instant, made up with whole milk",Calculated from ingredients; made up as packet directions,DAR,13-033,Updated 2014,,80.0,76.0,322.0,2.4,1.2,14.8,12.7,2.0,0.1,0.1,0.0,1.9,0.0,1.0,,1.0,,,,0.0,0.0,100.0,0.25,290.0,44.0,15.0,66.0,0.4,0.04,0.3,,,14.0,0.0,0.05,,0.02,0.07,1.2,0.17,0.1,4.0,23.0
13-598,13-598,1,2211,"Potato powder, instant, raw","10 samples, 9 brands",DAR,13-031,"Vegetables, Herbs and Spices Supplement, 1991; and industry data, 2014",,7.3,320.0,1363.0,8.4,0.6,74.9,70.8,4.1,0.5,0.5,0.0,3.1,,5.8,7.7,7.7,0.1,0.0,0.0,0.0,0.0,450.0,1.125,1430.0,73.0,66.0,230.0,2.2,0.24,1.2,,,0.0,0.0,0.25,,0.05,0.19,6.6,0.84,0.0,13.0,130.0
13-533,13-533,1,2212,"Potato products, shaped, frozen, baked","Frozen, including waffles, smiley faces and letters",DA,13-425,"DH, Nutrient analysis of fruit and vegetables, 2013",,55.4,190.0,799.0,2.5,8.3,28.1,27.7,0.4,0.2,0.0,0.2,0.0,0.0,2.8,2.7,2.7,0.89,3.32,3.65,0.02,0.0,254.0,0.635,423.0,29.0,22.0,55.0,0.74,0.13,0.4,0.0,,0.0,0.0,2.7,,0.19,0.02,0.8,0.1,0.0,17.0,44.0
17-643,17-643,1,2213,Potato rings,"10 samples, 7 products, including Hula Hoops and own brand",SN,17-142,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,2.0,480.0,2018.0,3.6,22.4,70.5,70.2,0.3,0.0,0.0,0.3,0.0,0.0,1.7,2.6,2.6,1.92,17.13,2.25,0.02,0.0,845.0,2.1125,781.0,26.0,34.0,108.0,0.8,0.16,0.6,1.0,2.0,0.0,0.0,7.64,,0.05,0.27,1.1,0.4,0.0,5.0,3.0
17-642,17-642,1,2214,"Potato snacks, pringle-type, fried in vegetable oil","5 samples, 5 products, including Pringles and own brands",SNA,,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,1.9,519.0,2168.0,4.3,31.8,57.4,55.9,1.5,0.3,0.2,1.1,0.0,0.0,2.4,2.9,2.9,8.41,19.76,2.85,0.06,0.0,599.0,1.4975,706.0,35.0,40.0,103.0,1.1,0.17,0.7,0.0,2.0,0.0,0.0,10.8,9.6,0.09,0.16,3.9,0.31,0.0,62.0,
13-483,13-483,1,2215,"Potato wedges, retail, cooked","10 samples, 9 products, frozen, including McCain and own brands",DAR,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,61.5,176.0,741.0,2.8,5.5,30.6,29.7,0.8,0.2,0.2,0.3,0.0,,3.2,4.3,4.3,2.49,2.22,0.5,0.27,0.0,198.0,0.495,516.0,21.0,26.0,92.0,2.54,0.16,0.5,1.0,1.0,0.0,0.0,,,0.08,0.06,2.2,0.1,0.0,10.0,0.0
15-259,15-259,1,2216,"Potato, leek and celery bake",Recipe from dietary survey records,DR,,As Vegetable Dishes Supplement 1992,,73.1,122.0,512.0,4.4,6.5,12.6,10.8,1.6,0.2,0.1,0.2,1.1,,0.8,,0.8,3.9,1.6,0.2,,17.0,490.0,1.225,250.0,100.0,19.0,85.0,0.6,0.06,0.5,2.0,9.0,64.0,0.1,0.25,,0.1,0.06,0.3,0.19,0.1,11.0,3.0
